study_id	doi	pmid	year	species	taxon	stressor	stressor_category	conditioning_stage	dose_treatment	duration	generations	transmission	challenge	persistence_days	multiple_timepoints	decay	readouts	direction	effect_magnitude	molecular_layers	concordance	applied_framing	replication	evidence_source	editorial_notice	notes	cluster
Lin_2013	10.1371/journal.pone.0069722	23894531	2013	Litopenaeus vannamei	Crustacean	heat-killed (HVa) or formalin-inactivated (FVa) Vibrio alginolyticus	Pathogen/immune	Juvenile	not reported (injection of heat-killed or formalin-inactivated V. alginolyticus vs saline; concentration not stated in the retrievable text)	single primary exposure	F0	Within-generation only	secondary exposure to live Vibrio alginolyticus 7 d after primary exposure; phagocytic activity and bacterial clearance also examined in 7- to 35-day-primed shrimp	7	Yes	Persisted	mortality; haemocyte count and immune parameters; haematopoietic tissue proliferation and mitotic index; phagocytic activity; bacterial clearance efficiency	Mixed	7-day FVa-primed shrimp showed clear enhancement of immunity on secondary exposure to live V. alginolyticus with higher haematopoietic tissue proliferation and mitotic index, whereas 7-day HVa-primed shrimp showed only minor enhancement; both HVa- and FVa-primed shrimp maintained elevated phagocytic activity and bacterial clearance beyond 28 days (assessed across a 7-35 day series); HVa raised immune parameters on day 1 and FVa on day 5	None	Not evaluated	Aquaculture	not reported	Abstract + citations	None found	One of very few studies to follow a priming effect out to 35 d with intermediate timepoints - phagocytosis and clearance stayed elevated past 28 d. Inactivation method changes the kinetics: formalin-inactivated behaved as a vaccine (delayed, durable, recall-competent) while heat-killed behaved as a fast, short-lived non-specific inducer/adjuvant	Immune priming
Pope_2011	10.1371/journal.pone.0020960	21698190	2011	Litopenaeus vannamei	Crustacean	formalin-inactivated Vibrio harveyi; Bacillus subtilis tested as a non-pathogen elicitor	Pathogen/immune	Juvenile	not reported (formalin-inactivated V. harveyi or sterile saline injected into the haemocoel; dose not stated in the retrievable text)	single injection	F0	Within-generation only	ex vivo incubation of haemocytes collected 7 d after injection with a 1:1 mix of Vibrio harveyi and Bacillus subtilis	7	No	Not tested	haemocyte phagocytosis (percentage of phagocytic cells); humoral antibacterial activity of whole haemolymph	Mixed	Haemocytes from V. harveyi-primed shrimp showed significantly elevated phagocytosis of V. harveyi but NOT of B. subtilis, driven by an increase in the percentage of phagocytic cells; shrimp injected with B. subtilis showed no increase in phagocytic activity at all; humoral antibacterial activity against V. harveyi was present but identical between primed and control shrimp	None	Not evaluated	None	not reported	Abstract + citations	None found	Localises priming specificity to the cellular (phagocytic) arm and explicitly rules out the humoral antibacterial arm. Also shows priming is not universal across microbes - B. subtilis, not a natural shrimp pathogen, failed to prime, mirroring the elicitor-specificity results of Green 2013 (bacteria do not prime against virus) and Zuo 2025	Immune priming
Macey_2008	10.1016/j.fsi.2008.02.009	18964085	2008	Callinectes sapidus	Crustacean	sublethal live Vibrio campbellii pre-challenge injection, with hypercapnic hypoxia as an environmental modifier	Multiple	Broodstock/adult	pre-challenge injection of 1 x 10^5 Vibrio campbellii per g crab vs an equivalent 1 uL per g of HEPES-buffered saline, in either normoxic seawater (PO2 20.7 kPa, CO2 <0.06 kPa, pH 7.8-8.0) or hypercapnic hypoxic seawater (PO2 4 kPa, CO2 1.8 kPa, pH 6.9-7.2)	single injection; water treatment maintained throughout	F0	Within-generation only	second injection of live Vibrio campbellii at 1 x 10^5 per g crab, delivered either 2 h or 24 h after the pre-challenge dose	0.08	Yes	Decayed	clearance of culturable bacteria from haemolymph by selective plating; clearance of intact bacteria by real-time PCR; bacteriostasis; cell-free haemolymph antibacterial activity	Mixed	Crabs challenged 2 h after the pre-challenge dose cleared culturable V. campbellii from haemolymph significantly faster than saline-pre-challenged crabs, with a concurrent increase in cell-free haemolymph antibacterial activity; the enhancement DISAPPEARED entirely when the interval was extended to 24 h, and was also abolished when crabs were held in hypercapnic hypoxic seawater; clearance of intact bacteria was unaffected in all treatments	None	Not evaluated	Biomonitoring	not reported	Abstract only	None found	The shortest-lived priming effect in this table and the only study with an explicit decay bracket (present at 2 h, gone by 24 h) plus an environmental modifier: low dissolved oxygen and elevated CO2 abolish the primed state. Directly relevant to whether priming survives realistic estuarine hypoxia/acidification. Also a useful null - prior bacterial exposure did NOT increase susceptibility	Immune priming
AlvarezLee_2019	10.1016/j.dci.2019.103577	31852626	2019	Litopenaeus vannamei	Crustacean	heat-killed Vibrio parahaemolyticus cells or heat-killed Bacillus subtilis cells	Pathogen/immune	Embryo	not reported (exposure of developing embryos to heat-killed Vibrio or Bacillus cells; concentration not stated in the retrievable text)	exposure during embryonic development	F0	Within-generation only	live Vibrio parahaemolyticus challenge of nauplii	not reported	No	Not tested	hatching percentage; larval development; immune-related gene expression; nauplius resistance to bacterial infection	Improved	Percentage hatching and resistance to bacterial infection both increased in embryos treated with heat-killed Vibrio or Bacillus cells (magnitudes not in the retrievable text); Vibrio induced a strong effector immune response whereas Bacillus elicited a protective immune profile - different gene-expression patterns for a comparable protective outcome	Targeted qPCR	Partial (two elicitors produced different transcriptional profiles but similar protection)	Aquaculture	not reported	Abstract only	None found	Rare embryo-stage priming and the earliest life stage primed in this whole set; embryo immersion is one of the few practically scalable delivery routes for shrimp hatcheries. Priming improved hatching as well as resistance, i.e. no detected cost at this stage	Immune priming
BermeoCapunong_2026	10.1016/j.fsi.2026.111389	42055175	2026	Penaeus vannamei	Crustacean	formalin-killed Vibrio parahaemolyticus (FKC-Vp strains TUMSAT_N3, TUMSAT_FP11, TUMSAT_D6) delivered by bath immersion	Pathogen/immune	Juvenile	bath immersion in 1% or 2% formalin-killed V. parahaemolyticus for 1 h or 2 h; optimum was 1% FKC-VpFP11 for 1 h, after which shrimp were transferred to clean tanks	1 h immersion	F0	Within-generation only	live Vibrio parahaemolyticus (AHPND) challenge 7 d post-vaccination	7	Yes	Persisted	survival; hepatopancreas histopathology; hepatopancreas and stomach transcriptome at 24 h post-vaccination; qPCR of 12 immune DEGs at 24 h and 7 d post-vaccination and 24 h post-challenge	Improved	80% survival in vaccinated shrimp vs a lower rate in unvaccinated controls (control value not stated in the retrievable text); no histopathological damage in the hepatopancreas; antimicrobial effectors GILT and hemocyanin C-chain peaked at 24 h post-vaccination while recognition factors (C-type lectin, perlucin) and putative epigenetic regulators (zinc finger, E3 ubiquitin ligase, late histone H1) remained sustained or upregulated through 7 d post-vaccination; all 12 DEGs upregulated at 24 h post-challenge with hemocyanin C-chain significantly elevated; significant time x treatment interaction for GILT	Transcriptome (RNA-seq); Targeted qPCR	Concordant	Aquaculture	not reported	Abstract only	None found	The only optimised immersion/bath delivery protocol in this set - the practically deployable route, since injection is unusable at commercial scale (a limitation de Kantzow et al. 2023 flag explicitly for oysters). Distinguishes a 24 h acute-phase response from a distinct 'primed state' at 7 d. Chromatin-associated transcripts (late histone H1) were sustained but no chromatin assay was performed	Immune priming
McDonough_2026	10.1186/s12864-026-12808-6	41942905	2026	Crassostrea virginica	Bivalve	diel-cycling hypoxia	Hypoxia	Juvenile	0.5 mg/L dissolved oxygen (8% saturation) at trough vs 100% saturation normoxic control	Phase 1: 18 d containing 13 d of diel cycling (3 h drawdown, 4 h plateau at 0.5 mg/L, 3 h ramp up, 14 h control), 5 d/week; Phase 2: 18 d containing 14 d cycling	F0	Within-generation only	second 18 d diel-cycling hypoxia exposure applied 60 d after the first (fully crossed CC/CH/HC/HH design)	60	No	Not tested	gene-body DNA methylation; differentially methylated gene counts (companion paper measured tissue and shell growth)	Not assessable	196 DMGs between CH and HC; only 12 DMGs CC vs HC; 1 DMG (MDE1) CC vs HH; 0 DMGs HH vs CH; first exposure PERMANOVA R2=0.068 p=0.017 and second R2=0.076 p=0.004 across all genes; DMG-only ordination explained ~60% of variation; 0.25-1.00% of CpGs methylated	Methylation (methylRAD)	Discordant (methylome differences driven mainly by the FIRST exposure whereas the companion phenotype paper found growth driven mainly by the SECOND exposure)	Restoration	12 tanks (6 per treatment) in Phase 1 with 150 oysters per container; 48 oysters per tank in Phase 2; n=5 individuals per treatment combination for methylRAD	Full text	None found	Molecular carryover effect explicitly decoupled from gross phenotype. Recent exposure overrode earlier exposure (HH vs CH = 0 DMGs). Whole-body tissue may mask tissue-specific signal; methylRAD gives low coverage; no paired gene expression. Uses the ambient-temperature subset of the Donelan et al. 2021 animals.	Hypoxia / salinity / pollutant / other taxa
Donelan_2021	10.1002/eap.2315	33636022	2021	Crassostrea virginica	Bivalve	diel-cycling hypoxia plus warming (factorial)	Multiple	Juvenile	0.5 mg/L dissolved oxygen trough vs 100% saturation control; elevated vs ambient temperature (temperature set points not stated in abstract)	18 d per phase containing 13-14 d of diel cycling (from companion paper)	F0	Within-generation only	re-exposure to the same diel-cycling hypoxia and warming treatments 8 weeks later	56	Yes	Persisted	tissue:shell growth ratio; tissue growth; shell growth	Mixed	strong interactive effect of early-life hypoxia x warming on tissue:shell growth that manifested ONLY on re-exposure two months later; numeric effect sizes not given in abstract	None	Not evaluated	Both	multi-phase laboratory experiment; 150 oysters per perforated container, 12 tanks (6 per DO treatment)	Abstract + citations	None found	Carryover effects were context-dependent: invisible in benign conditions and only expressed when the stressor returned. Energy reallocation between tissue and shell is the flagged fitness concern.	Hypoxia / salinity / pollutant / other taxa
SolDourdin_2023	10.1016/j.envpol.2023.121472	36965683	2023	Crassostrea gigas (Magallana gigas)	Bivalve	18-compound pesticide and metal mixture	Pollutant	Embryo	nominal sum concentration 2.85 ug/L (measured sum 3.74 +/- 0.013 ug/L) vs clean filtered seawater	48 h (0-48 h post fertilisation)	F0	Within-generation only	none (baseline only); later-life traits and field deployment of 1-year-old spat	~365	Yes	Persisted	embryo-larval abnormality at 24 hpf; larval swimming behaviour; length and weight; epinephrine-induced metamorphosis rate; field survival	Mixed	no significant difference in 24 hpf abnormality; swimming behaviour disturbed; exposed individuals longer and heavier at specific timepoints; LOWER epinephrine-induced metamorphosis rate; HIGHER field survival rate	Transcriptome (RNA-seq); Methylation (WGBS)	Partial (significant global demethylation trend in exposed larvae alongside differential expression of Hox orthologues and cell-cycle regulators in gastrula embryos; no direct methylation-expression coupling shown)	Biomonitoring	not reported	Abstract + citations	None found	A 48 h embryonic window produced multi-scale latent effects detectable up to field deployment ~1 year later. Direction is genuinely mixed: impaired metamorphosis but improved field survival. Companion reproductive-endpoint paper (10.1016/j.scitotenv.2024.173569) reports F0 glycogen increase and higher 48 hpf reproductive success, plus F1 feminisation and accelerated gametogenesis.	Hypoxia / salinity / pollutant / other taxa
SolDourdin_2024	10.1021/acs.est.3c08201	38217500	2024	Crassostrea gigas (Magallana gigas)	Bivalve	18-compound pesticide mixture	Pollutant	Embryo	nominal sum concentration 2.85 ug/L vs clean seawater	48 h (0-48 h post fertilisation) in each of two generations	F0-F1	Route not resolved	direct F1 embryo-larval re-exposure to the same mixture in a 2x2 crossed design (F0 exposed/control x F1 exposed/control)	~365	Yes	Persisted	epinephrine-induced metamorphosis rate; field survival rate; growth	Worsened	individuals descending from exposed parents had LOWER epinephrine-induced metamorphosis and LOWER field survival; the multigenerational (parental) effect had a greater influence on phenotype than direct exposure itself; negative interaction pattern for field survival (higher mortality when early exposure was combined with exposed parents)	Transcriptome (RNA-seq); Methylation (WGBS)	Partial (RNA-seq and Methyl-seq in gastrula embryos and metamorphosis-competent pediveliger larvae showed clear F0-treatment-dependent discrimination; F1:F0 treatment interaction patterns for shell-secretion and immunity genes e.g. Calm and Myd88)	Biomonitoring	not reported	Abstract + citations	None found	MALADAPTIVE: parental conditioning made offspring WORSE, and the ancestral effect exceeded the effect of the animals' own exposure. Strongest pollutant multigenerational dataset in this table.	Hypoxia / salinity / pollutant / other taxa
Chamorro_2023	10.3389/fmars.2023.1212781	not reported	2023	Strongylocentrotus purpuratus	Echinoderm	marine-heatwave temperature applied during gametogenesis	Temperature	Broodstock/adult	18.3 C (marine heatwave) vs 13.1 C (non-marine-heatwave control)	4 months (October 2020 to January 2021), timed to coincide with the local gametogenesis window	F0-F1	Maternal	acute thermal tolerance trial on hatched blastula embryos across 7 temperatures (17.5, 20.5, 24.7, 26.4, 28.0, 29.8, 31.1 C); offspring also reared at 18 or 13 C	0	No	Not tested	embryo LT50; embryo and larval body size (2D area) at early gastrula and prism stages; egg size; egg protein and lipid content; adult survival and spawning success	Improved	embryos from marine-heatwave-acclimated females had significantly higher LT50 than progeny of 13 C females; larger early gastrula and prism body size; eggs had higher protein concentration (egg size and lipid unchanged); COUNTERVAILING COST: marine-heatwave-acclimated adults had LOWER spawning success	None	Not evaluated	None	3 replicate 37 L tanks per temperature condition, 10 adult urchins per tank (N=60 total)	Full text	None found	Adult-level trade-off: better offspring thermal tolerance but reduced adult spawning success. Offspring challenged immediately at spawning, so persistence window is zero; no test of how long the acquired tolerance lasts. No molecular data collected.	Hypoxia / salinity / pollutant / other taxa
Kozal_2024	10.3354/meps14523	not reported	2024	Strongylocentrotus purpuratus	Echinoderm	natural in-kelp vs outside-kelp variability in temperature, pH and dissolved oxygen during gametogenesis	Multiple	Broodstock/adult	inside kelp forest (slightly elevated pH and temperature, more predictable low-frequency variability) vs outside kelp forest, Santa Barbara Channel	6 months of in situ conditioning spanning the gametogenesis period	F0-F1	Maternal	larvae reared at 1053 vs 435 uatm pCO2 at 15 C, then acute thermal stress (LT50)	0	No	Not tested	larval LT50; larval physiological response to maternal and developmental environment	Mixed	within each larval pCO2 treatment, progeny from OUTSIDE-kelp-conditioned mothers had a 0.4 C higher LT50; larvae raised at high pCO2 (1053 uatm) were more susceptible to acute thermal stress regardless of maternal origin	None	Not evaluated	None	not reported	Abstract + citations	None found	Natural conditioning contrast (field-conditioned mothers, not lab-dosed). Note the counterintuitive direction: mothers from the LESS buffered, less predictable outside-kelp environment produced the MORE thermally tolerant larvae, i.e. exposure to the more benign in-kelp refuge did not prime offspring.	Hypoxia / salinity / pollutant / other taxa
Karelitz_2019	10.1007/s00338-019-01855-z	not reported	2019	Tripneustes gratilla	Echinoderm	ocean acidification and/or ocean warming	Multiple	Multiple	OA pH 7.77; OW +2 C (29 C); OAW +2 C and pH 7.77; vs ambient control	~6 months, from the early juvenile stage through gonadogenesis and germline differentiation to the mature adult	F0-F1	Both parents	embryos and larvae of acclimated parents reared in all four treatments to the 2-day pluteus stage	0	No	Not tested	larval tolerance of acidification and of 29 C; larval arm length; egg size	Mixed	larvae from OA and OAW parents were resilient to acidification and larvae from OW and OAW parents more tolerant of 29 C; BUT parental acclimation reduced larval arm lengths by as much as 21.4% and eggs were up to 21.8% smaller in females raised at 29 C	None	Not evaluated	None	not reported	Abstract + citations	None found	Textbook TGP trade-off: stress tolerance gained at the direct cost of offspring size and maternal provisioning. First transgenerational climate-change study on a marine macroinvertebrate in which the F0 was acclimated across its whole reproductive life.	Hypoxia / salinity / pollutant / other taxa
Uthicke_2021	10.1111/gcb.15657	33901341	2021	Echinometra sp. A	Echinoderm	ocean warming plus acidification (mid-century and end-century scenarios)	Multiple	Broodstock/adult	two near-future scenarios (projected mid- and end-21st-century elevated temperature plus elevated pCO2) vs present-day ambient; exact set points not stated in abstract	18 months of F0 acclimatization before spawning; F1 then held 25 months in the same conditions	F0-F1	Both parents	F1 reared 25 months under the same conditions; a natural selective pathogenic mortality event occurred at 10 months of F1 age	~270	Yes	Decayed	test size; righting response time; respiration rate; survival through the pathogen event; capacity to spawn	Worsened	Ambient-Ambient group was 21% larger and 31% faster in righting than all other groups; respiration depressed by 59% and righting slowed by 28% when parents came from near-future conditions; after the pathogen event size and respiration differences disappeared but a 29% righting deficit remained; spawning capacity 50% (ambient parents) vs 21% (other groups)	None	Not evaluated	None	not reported	Abstract + citations	None found	MALADAPTIVE: significant NEGATIVE parental carryover effects, not acclimation. Physiological differences were erased by a selective mortality sweep while behavioural deficits persisted, i.e. decay was trait-specific. Assessments at 9, 10 and ~25 months.	Hypoxia / salinity / pollutant / other taxa
Uthicke_2024	10.1007/s00227-024-04578-0	not reported	2024	Echinometra sp. A	Echinoderm	ocean warming plus acidification	Multiple	Multiple	+2 C above ambient temperature and 940 ppm pCO2 vs present-day ambient	more than 6 years total; F0 wild adults plus F1 and F2 larvae and adults continuously exposed	F0-F1-F2 (F3 larvae assessed)	Both parents	F2 survivorship and size tracked to 720 d post-settlement; F3 larvae reared under climate-change or control conditions	~720	Yes	Strengthened	F2 survivorship (>50% in all treatments) and test size; adult spawning performance; F3 larval arm and body length; F3 settlement success	Worsened	no size difference among treatment groups up to 720 d post-settlement; significant NEGATIVE relationship between number of generations exposed to future ocean conditions and spawning performance; larvae could only be raised from control or 0.5-generation-exposed adults; larvae from both parental groups only reached settlement when raised under control conditions; reduced arm length under climate-change conditions plus smaller arm and body lengths from climate-change parents	None	Not evaluated	None	not reported	Abstract + citations	None found	MALADAPTIVE and CUMULATIVE: negative parental effects did not diminish across generations and for some traits INCREASED. Authors state explicitly that no evidence of transgenerational acclimation was detected. The most direct multi-generation refutation of assisted-conditioning optimism in an echinoderm. | PERSISTENCE SEMANTICS: this value is an exposure / tracking window under continuous or repeated conditioning, NOT days elapsed after conditioning ended. Do not rank it against clean-recovery-gap rows such as Drury_2022 or Lafont_2017.	Hypoxia / salinity / pollutant / other taxa
Marceta_2022	10.1016/j.aquatox.2022.106208	35635983	2022	Paracentrotus lividus	Echinoderm	reduced pH (elevated pCO2)	pH/OA	Broodstock/adult	pH 7.7 and pH 7.4 vs control pH 8.0	2 months of parental exposure during gametogenesis	F0-F1	Both parents	sperm activated at pH 8.0, 7.7 or 7.4; larvae from each parental group reared at pH 8.0 or 7.7 for 20 days	0	Yes	Decayed	sperm motility, velocity, ATP content, ATP consumption, respiration rate; larval mortality; larval somatic growth	Mixed	POSITIVE carryover on sperm: velocity decreased more slowly and ATP content was higher in sperm developed under acidified conditions (longer sperm longevity); sperm motility and respiration unaffected. NEGATIVE carryover on larvae: reduced survival of larvae from pH 7.4 parents, with additive negative effects of parental plus larval low pH; larvae from low-pH parents showed NO increased capacity to cope with OA and all groups showed reduced somatic growth at low rearing pH	None	Not evaluated	None	not reported	Abstract + citations	None found	Stage-dependent REVERSAL: the same parental conditioning benefited the gamete stage and harmed the larval stage. Direct counterexample to positive-TGP expectations in echinoids.	Hypoxia / salinity / pollutant / other taxa
Iguchi_2024	10.1016/j.scitotenv.2024.172616	38642751	2024	Mesocentrotus nudus	Echinoderm	reduced pH (acidified seawater)	pH/OA	Broodstock/adult	acidified seawater vs control seawater (pH and pCO2 set points not reported in abstract)	two-generation rearing experiment (exposure length not reported in abstract)	F0-F1	Both parents	larvae exposed to acidified seawater of the same pH as the parental treatment	0	No	Not tested	larval survival; larval body size; larval morphology	Improved	larvae derived from parents acclimated to acidified seawater tended to have higher survival and showed less reduction in body size when exposed to the same pH, indicating a positive carry-over effect; no quantitative statistics in the abstract	Transcriptome (RNA-seq)	Partial (expression patterns of larvae from acclimated parents were substantially different from those of larvae from non-acclimated and control parents, but no quantitative overlap reported)	Aquaculture	not reported	Abstract only	None found	Closed access; dose, exposure duration and replication were NOT extractable, which is a notable reporting gap for one of the few clearly POSITIVE echinoderm OA carryover results. Species is a commercial edible urchin in northern Japan.	Hypoxia / salinity / pollutant / other taxa
Clark_2019	10.1038/s41598-018-37255-6	30700813	2019	Psammechinus miliaris	Echinoderm	reduced pH (elevated pCO2)	pH/OA	Broodstock/adult	pH 7.72 / 1013 +/- 12 uatm pCO2 vs pH 8.06 / 412 +/- 6 uatm pCO2	2 months of adult conditioning at treatment pCO2 (preceded by 2 months acclimation to aquarium seawater; 4 months total in Menai Straits water before spawning)	F0-F1	Both parents	larvae spawned and reared at ~1000 uatm; separate acute heat shock of 25 C for 1 h applied to adults and to 2 and 4 dpf larvae	0	Yes	Persisted	larval transcriptome at 2, 3 and 4 dpf; HSP70 and HSP90 transcript induction by qPCR; larval morphometrics and abnormality rate	Improved	larvae from low-pH-acclimated adults up-regulated antioxidants (glutathione-S-transferase family), CypP450 detoxification genes and small HSPs, i.e. maternal transcript pre-loading; larvae reared in low pH had 25-40% abnormalities and significantly smaller body length:width ratio (F=8.035, p=0.005); early larvae could not mount a full heat shock response (2 HSP transcripts up at 2 dpf, 5 at 4 dpf vs 8 in adults)	Transcriptome (RNA-seq); Targeted qPCR	Partial (transcriptional frontloading of antioxidants is concordant with previously reported improved larval performance under low pH, but larval morphology remained impaired)	None	5 females and 2 males successfully spawned per treatment with gametes pooled; 3 replicate larval cultures per treatment	Full text	None found	Mechanistic case for maternal pre-loading of protective transcripts. Caveat stated by the authors: the 2-month conditioning did NOT cover the whole reproductive cycle. Larval morphological impairment persisted despite the molecular priming.	Hypoxia / salinity / pollutant / other taxa
Zhao_2018	10.1016/j.ecoenv.2018.01.014	29353170	2018	Strongylocentrotus intermedius	Echinoderm	elevated temperature	Temperature	Broodstock/adult	~+3 C above ambient (21 C vs 18 C ambient/laboratory control)	~15 months of dam and sire exposure	F0-F1	Both parents	offspring reared at elevated (21 C) or ambient (18 C) temperature	0	Yes	Not tested	fertilization success; hatchability; larval survival; larval size traits; abnormality; metamorphosis	Worsened	no transgenerational effect on fertilization or metamorphosis; NEGATIVE transgenerational effects on hatchability and on most larval size traits; S. intermedius probably cannot achieve transgenerational acclimation to long-term elevated temperature for survival when offspring are also at elevated temperature; dam and sire effects were highly trait- and stage-dependent	Transcriptome (RNA-seq)	Discordant (companion transcriptome study on the same F0/F1 animals, Shi et al. 2020, 10.1038/s41598-020-64872-x, found 1891 DEGs from parental thermal history at ambient and 2203 at high developmental temperature, with 904 shared DEGs changing in the same direction and FEWER DEGs between developmental temperatures in embryos of warm parents - a molecular frontloading signature that maps onto WORSE performance)	Aquaculture	breeding design with multiple dams and sires (n per cross not stated in abstract); companion transcriptome used 3 biological replicates per group (12 mRNA libraries)	Abstract + citations	None found	MALADAPTIVE: explicit failure of transgenerational acclimation despite 15 months of parental conditioning. Valuable because it pairs a negative phenotype with a strong molecular response (see concordance field).	Hypoxia / salinity / pollutant / other taxa
MassambaNSiala_2014	10.1242/jeb.094474	24675556	2014	Ophryotrocha labronica	Polychaete/other	maternal temperature shift timed to early vs late oogenesis	Temperature	Broodstock/adult	mothers reared at 24 C then shifted to 18 C or to 30 C	thermal cue applied at either an early or a late stage of oogenesis (exact durations not stated in abstract)	F0-F1	Maternal	adult offspring acclimated to 18 or 30 C, then upper and lower thermal tolerance limits measured (onset of spasms, lethal temperature)	not reported	Yes	Persisted	offspring upper and lower thermal tolerance limits measured at the adult stage	Mixed	EARLY-oogenesis cue: mothers produced offspring with greater cold AND heat tolerance whenever mother-offspring temperatures did NOT match (anticipatory maternal effect); LATE-oogenesis cue: more tolerant offspring when temperatures PERSISTED across generations; the maternal effect disappears as traits approach the upper sublethal and lethal limits	None	Not evaluated	None	reproductive pairs isolated in 20 ml glass bowls (n per treatment not stated in abstract)	Abstract + citations	None found	The single most important design lesson in this table: the DIRECTION of transgenerational plasticity reverses depending on the timing of the maternal cue within oogenesis. Also notable that the maternal effect persisted into the ADULT offspring stage, against the usual expectation that maternal effects fade early.	Hypoxia / salinity / pollutant / other taxa
Chakravarti_2016	10.1111/eva.12391	27695521	2016	Ophryotrocha labronica	Polychaete/other	ocean warming, ocean acidification, and their combination	Multiple	Broodstock/adult	OW +3 C; OA pH -0.5 units; OWA +3 C and pH -0.5; vs control conditions	full parental generation exposure across the life cycle	F0-F1	Both parents	F1 exposed to the same OW, OA or OWA conditions (trans-generational) vs F1 exposed with control parents (within-generational)	0	Yes	Persisted	fecundity; egg volume; juvenile growth rate; citrate synthase and electron transport system activity	Mixed	trans-generational OW exposure FULLY alleviated the within-generation reduction in fecundity and egg volume, accompanied by increased metabolic activity; within-generation OA reduced juvenile growth rates and egg volume, and trans-generational OA exposure alleviated the growth deficit but could NOT restore egg volume (mean egg volume still ~10% below control); OWA had no negative impacts either within- or trans-generationally	None	Not evaluated	Both	n=12 replicate breeding pairs per treatment for fecundity	Full text	None found	Explicitly framed as a test of human-assisted trans-generational conditioning as a conservation/restoration and aquaculture tool. Authors' conclusion is the useful caution: trans-generational exposure does not always improve traits and may not be a universally useful tool.	Hypoxia / salinity / pollutant / other taxa
Jarrold_2019	10.1098/rstb.2018.0428	30966961	2019	Ophryotrocha labronica	Polychaete/other	elevated temperature, and elevated temperature combined with elevated salinity	Multiple	Multiple	30 C (+3 C above the 27 C control) and 39 ppt elevated salinity vs control temperature and salinity; salinity alone was not tested	entire lifespan, both within-generation and trans-generation; transplants performed at either the egg-mass or the juvenile stage	F0-F1	Both parents	F1 exposed to the same elevated-temperature or temperature+salinity conditions; reciprocal transplants at egg-mass vs juvenile stage	0	Yes	Persisted	juvenile growth rate; maximum body size; longevity; lifespan fecundity; citrate synthase and electron transport system activity	Mixed	trans-generation exposure restored 20% (elevated temperature) and 21% (temperature plus salinity) of lifespan fecundity; under temperature+salinity, worms transplanted at the egg-mass stage grew slower with lower energy-metabolism enzyme activity but reached a larger maximum body size and lived longer than those transplanted as juveniles; trans-generation elevated temperature created a trade-off in which slower-growing juveniles had greater lifespan fecundity	None	Not evaluated	None	not reported	Abstract + citations	None found	One of very few marine-invertebrate designs that includes SALINITY conditioning. Only ~20% of the fecundity deficit was recovered, i.e. partial rescue at best. The TIMING of the transplant itself generated life-history trade-offs, so developmental window matters as much as dose.	Hypoxia / salinity / pollutant / other taxa
Jensen_2014	10.1111/1365-2435.12195	not reported	2014	Hydroides diramphus	Polychaete/other	reduced salinity	Salinity	Broodstock/adult	26 ppt (low) vs 35 ppt (normal) seawater	2 weeks of adult exposure before reproduction; parents could be switched back and forth between salinities	F0-F1	Both parents	in vitro fertilization and larval rearing in matched vs mismatched salinity; larvae switched from natal to non-natal salinity immediately after fertilization or 2 or 4 days after fertilization, with survival scored 2 days after each switch	0	Yes	Persisted	sperm head area and tail length; egg morphology; fertilization success; larval survival	Mixed	both mothers and fathers adaptively adjusted gamete phenotype to maximise performance in the parental salinity regime; sperm from low-salinity fathers were much smaller while egg morphology did not change; STRONG performance trade-offs whenever gametes experienced a salinity that did not match the parents; larvae switched on the day of fertilization had the LOWEST survival and later switches progressively higher survival; the parental-environment effect persisted for the whole larval phase	None	Not evaluated	None	4 tubs per salinity treatment; sperm from 3 males and eggs from 3 females pooled per assay	Full text	None found	Best available demonstration that conditioning MANUFACTURES phenotype-environment mismatch: conditioned larvae are effectively unable to disperse to non-natal salinities, so gamete plasticity becomes a source of reduced connectivity. Parents could reverse the gamete phenotype based on their most recent experience, i.e. the memory is short and rewritable.	Hypoxia / salinity / pollutant / other taxa
Neylan_2022	10.1002/ece3.9524	not reported	2022	Bugula neritina	Polychaete/other	copper	Pollutant	Broodstock/adult	maternal colonies 300 ug/L Cu vs filtered seawater control; larvae subsequently 50 ug/L Cu vs filtered seawater control	6 h maternal exposure after larval release, then colonies returned to their field site to brood the test larvae	F0-F1	Maternal	larval copper exposure at 50 ug/L, then settlement and growth to maturity in the field with survival and growth tracked weekly for 6 weeks	~42	Yes	Persisted	larval size at emergence; post-metamorphic survival; adult colony growth in the field	Worsened	in the population with NO historical copper exposure (Boat Ramp), maternal copper exposure had a strong NEGATIVE carryover effect on adult offspring growth and survival, worst when larvae were themselves also exposed; in the population WITH a copper history (Marina) there was little to no maternal or offspring treatment effect on adult growth and survival, and those parents produced larger larvae on average and increased larval size in response to copper; significant effect of population on F1 growth after 6 weeks in the field (LMM p<0.05)	None	Not evaluated	Biomonitoring	split-brood design across 2 populations with copper and control maternal treatments crossed with copper and control larval treatments (n per cell not extracted)	Full text	None found	MALADAPTIVE in naive populations: the direction of transgenerational plasticity is itself a locally adapted trait. Persistence figure is the 6-week post-settlement field tracking window; the interval between the end of maternal exposure and larval release (field brooding) was not resolved to days.	Hypoxia / salinity / pollutant / other taxa
